,index,FIPS Code,State,Year,Month,Civilian Non-Institutional Population,Labor Force Total,Labor Force Percent of Population,Employment Total,Employment Percent of Population,Unemployment Total,Unemployment Rate
2758,23117,4,Arizona,2012,May,"4,995,794","3,052,719",61.1,"2,794,227",55.9,"258,492",8.5
2759,23118,5,Arkansas,2012,May,"2,265,279","1,353,594",59.8,"1,254,657",55.4,"98,937",7.3
2760,23119,6,California,2012,May,"29,249,074","18,457,489",63.1,"16,462,781",56.3,"1,994,708",10.8
2761,23120,37,Los Angeles County,2012,May,"7,798,652","4,892,009",62.7,"4,342,301",55.7,"549,708",11.2
2762,23121,8,Colorado,2012,May,"3,984,038","2,744,233",68.9,"2,518,570",63.2,"225,663",8.2
2763,23122,9,Connecticut,2012,May,"2,843,391","1,893,644",66.6,"1,734,363",61,"159,281",8.4
2764,23123,10,Delaware,2012,May,"717,996","446,177",62.1,"414,524",57.7,"31,653",7.1
2765,23124,11,District of Columbia,2012,May,"526,649","362,204",68.8,"329,200",62.5,"33,004",9.1
2766,23125,12,Florida,2012,May,"15,405,602","9,322,199",60.5,"8,496,177",55.1,"826,022",8.9
2767,23126,13,Georgia,2012,May,"7,465,750","4,767,757",63.9,"4,327,976",58,"439,781",9.2
2768,23127,15,Hawaii,2012,May,"1,064,477","650,165",61.1,"609,679",57.3,"40,486",6.2
2769,23128,16,Idaho,2012,May,"1,191,067","771,563",64.8,"713,524",59.9,"58,039",7.5
2770,23129,17,Illinois,2012,May,"9,986,723","6,576,078",65.8,"5,981,247",59.9,"594,831",9
2771,23130,18,Indiana,2012,May,"5,027,375","3,166,824",63,"2,906,905",57.8,"259,919",8.2
2772,23131,19,Iowa,2012,May,"2,387,179","1,658,427",69.5,"1,573,642",65.9,"84,785",5.1
2773,23132,20,Kansas,2012,May,"2,172,714","1,488,736",68.5,"1,402,661",64.6,"86,075",5.8
2774,23133,21,Kentucky,2012,May,"3,386,098","2,052,837",60.6,"1,884,530",55.7,"168,307",8.2
2775,23134,22,Louisiana,2012,May,"3,499,054","2,091,414",59.8,"1,946,434",55.6,"144,980",6.9
2776,23135,23,Maine,2012,May,"1,081,842","700,078",64.7,"649,263",60,"50,815",7.3
2777,23136,24,Maryland,2012,May,"4,595,395","3,113,280",67.7,"2,897,677",63.1,"215,603",6.9
2778,23137,25,Massachusetts,2012,May,"5,343,485","3,503,312",65.6,"3,267,718",61.2,"235,594",6.7
2779,23138,26,Michigan,2012,May,"7,785,658","4,674,360",60,"4,250,834",54.6,"423,526",9.1
2780,23139,27,Minnesota,2012,May,"4,179,146","2,942,728",70.4,"2,775,088",66.4,"167,640",5.7
2781,23140,28,Mississippi,2012,May,"2,252,365","1,329,787",59,"1,211,394",53.8,"118,393",8.9
2782,23141,29,Missouri,2012,May,"4,667,067","2,999,746",64.3,"2,782,417",59.6,"217,329",7.2
2783,23142,30,Montana,2012,May,"789,993","505,634",64,"475,624",60.2,"30,010",5.9
2784,23143,31,Nebraska,2012,May,"1,409,361","1,009,977",71.7,"970,546",68.9,"39,431",3.9
2785,23144,32,Nevada,2012,May,"2,118,612","1,365,728",64.5,"1,202,977",56.8,"162,751",11.9
2786,23145,33,New Hampshire,2012,May,"1,067,599","739,300",69.2,"699,017",65.5,"40,283",5.4
2787,23146,34,New Jersey,2012,May,"6,943,011","4,574,098",65.9,"4,138,729",59.6,"435,369",9.5
2788,23147,35,New Mexico,2012,May,"1,591,826","926,085",58.2,"861,677",54.1,"64,408",7
2789,23148,36,New York,2012,May,"15,551,590","9,588,258",61.7,"8,744,437",56.2,"843,821",8.8
2790,23149,51000,New York city,2012,May,"6,684,472","4,014,061",60.1,"3,628,211",54.3,"385,850",9.6
2791,23150,37,North Carolina,2012,May,"7,491,999","4,699,826",62.7,"4,254,632",56.8,"445,194",9.5
2792,23151,38,North Dakota,2012,May,"542,698","394,721",72.7,"383,260",70.6,"11,461",2.9
2793,23152,39,Ohio,2012,May,"9,016,980","5,714,684",63.4,"5,290,887",58.7,"423,797",7.4
2794,23153,40,Oklahoma,2012,May,"2,890,509","1,791,951",62,"1,701,275",58.9,"90,676",5.1
2795,23154,41,Oregon,2012,May,"3,093,887","1,970,481",63.7,"1,794,592",58,"175,889",8.9
2796,23155,42,Pennsylvania,2012,May,"10,151,079","6,440,986",63.5,"5,946,445",58.6,"494,541",7.7
2797,23156,44,Rhode Island,2012,May,"847,482","558,373",65.9,"500,092",59,"58,281",10.4
2798,23157,45,South Carolina,2012,May,"3,649,358","2,187,077",59.9,"1,983,929",54.4,"203,148",9.3
2799,23158,46,South Dakota,2012,May,"630,688","446,395",70.8,"428,150",67.9,"18,245",4.1
2800,23159,47,Tennessee,2012,May,"5,013,814","3,092,082",61.7,"2,843,398",56.7,"248,684",8
2801,23160,48,Texas,2012,May,"19,280,899","12,611,625",65.4,"11,754,758",61,"856,867",6.8
2802,23161,49,Utah,2012,May,"2,020,773","1,342,475",66.4,"1,277,306",63.2,"65,169",4.9
2803,23162,50,Vermont,2012,May,"511,223","354,020",69.2,"336,755",65.9,"17,265",4.9
2804,23163,51,Virginia,2012,May,"6,310,753","4,208,645",66.7,"3,953,818",62.7,"254,827",6.1
2805,23164,53,Washington,2012,May,"5,372,135","3,475,950",64.7,"3,198,232",59.5,"277,718",8
2806,23165,54,West Virginia,2012,May,"1,487,780","808,594",54.3,"749,734",50.4,"58,860",7.3
2807,23166,55,Wisconsin,2012,May,"4,476,792","3,067,402",68.5,"2,852,787",63.7,"214,615",7
2808,23167,56,Wyoming,2012,May,"443,188","303,711",68.5,"286,848",64.7,"16,863",5.6
2809,23168,1,Alabama,2012,June,"3,744,108","2,176,818",58.1,"1,995,546",53.3,"181,272",8.3
2810,23169,2,Alaska,2012,June,"535,035","363,960",68,"337,406",63.1,"26,554",7.3
2811,23170,4,Arizona,2012,June,"5,002,599","3,054,066",61,"2,797,416",55.9,"256,650",8.4
2812,23171,5,Arkansas,2012,June,"2,266,248","1,351,226",59.6,"1,252,563",55.3,"98,663",7.3
2813,23172,6,California,2012,June,"29,277,450","18,468,110",63.1,"16,494,261",56.3,"1,973,849",10.7
2814,23173,37,Los Angeles County,2012,June,"7,805,061","4,890,299",62.7,"4,346,704",55.7,"543,595",11.1
2815,23174,8,Colorado,2012,June,"3,989,781","2,746,042",68.8,"2,521,989",63.2,"224,053",8.2
2816,23175,9,Connecticut,2012,June,"2,844,747","1,887,999",66.4,"1,728,720",60.8,"159,279",8.4
2817,23176,10,Delaware,2012,June,"718,652","446,176",62.1,"414,378",57.7,"31,798",7.1
2818,23177,11,District of Columbia,2012,June,"527,554","364,042",69,"331,349",62.8,"32,693",9
2819,23178,12,Florida,2012,June,"15,424,547","9,332,286",60.5,"8,513,758",55.2,"818,528",8.8
2820,23179,13,Georgia,2012,June,"7,474,404","4,770,468",63.8,"4,335,207",58,"435,261",9.1
2821,23180,15,Hawaii,2012,June,"1,065,305","649,786",61,"610,269",57.3,"39,517",6.1
2822,23181,16,Idaho,2012,June,"1,192,291","771,845",64.7,"714,218",59.9,"57,627",7.5
2823,23182,17,Illinois,2012,June,"9,990,366","6,579,685",65.9,"5,983,696",59.9,"595,989",9.1
2824,23183,18,Indiana,2012,June,"5,029,844","3,163,404",62.9,"2,903,332",57.7,"260,072",8.2
2825,23184,19,Iowa,2012,June,"2,388,331","1,657,167",69.4,"1,572,697",65.8,"84,470",5.1
2826,23185,20,Kansas,2012,June,"2,173,881","1,488,524",68.5,"1,403,130",64.5,"85,394",5.7
2827,23186,21,Kentucky,2012,June,"3,387,548","2,057,041",60.7,"1,888,219",55.7,"168,822",8.2
2828,23187,22,Louisiana,2012,June,"3,500,949","2,090,759",59.7,"1,947,689",55.6,"143,070",6.8
2829,23188,23,Maine,2012,June,"1,082,090","700,348",64.7,"649,429",60,"50,919",7.3
2830,23189,24,Maryland,2012,June,"4,599,386","3,116,975",67.8,"2,900,940",63.1,"216,035",6.9
2831,23190,25,Massachusetts,2012,June,"5,348,291","3,505,430",65.5,"3,269,278",61.1,"236,152",6.7
2832,23191,26,Michigan,2012,June,"7,788,775","4,676,951",60,"4,253,239",54.6,"423,712",9.1
2833,23192,27,Minnesota,2012,June,"4,182,116","2,944,302",70.4,"2,776,517",66.4,"167,785",5.7
2834,23193,28,Mississippi,2012,June,"2,253,035","1,329,476",59,"1,211,194",53.8,"118,282",8.9
2835,23194,29,Missouri,2012,June,"4,668,979","2,999,577",64.2,"2,784,194",59.6,"215,383",7.2
2836,23195,30,Montana,2012,June,"790,548","506,446",64.1,"476,486",60.3,"29,960",5.9
2837,23196,31,Nebraska,2012,June,"1,410,340","1,011,216",71.7,"971,883",68.9,"39,333",3.9
2838,23197,32,Nevada,2012,June,"2,121,395","1,366,798",64.4,"1,205,447",56.8,"161,351",11.8
2839,23198,33,New Hampshire,2012,June,"1,068,395","740,199",69.3,"699,309",65.5,"40,890",5.5
2840,23199,34,New Jersey,2012,June,"6,945,526","4,575,467",65.9,"4,138,908",59.6,"436,559",9.5
2841,23200,35,New Mexico,2012,June,"1,592,510","926,467",58.2,"862,094",54.1,"64,373",6.9
2842,23201,36,New York,2012,June,"15,558,633","9,595,186",61.7,"8,751,630",56.2,"843,556",8.8
2843,23202,51000,New York city,2012,June,"6,689,880","4,018,648",60.1,"3,634,283",54.3,"384,365",9.6
2844,23203,37,North Carolina,2012,June,"7,499,266","4,708,084",62.8,"4,261,249",56.8,"446,835",9.5
2845,23204,38,North Dakota,2012,June,"543,638","395,387",72.7,"383,880",70.6,"11,507",2.9
2846,23205,39,Ohio,2012,June,"9,019,108","5,708,474",63.3,"5,289,595",58.6,"418,879",7.3
2847,23206,40,Oklahoma,2012,June,"2,892,866","1,793,879",62,"1,702,959",58.9,"90,920",5.1
2848,23207,41,Oregon,2012,June,"3,096,538","1,966,171",63.5,"1,791,433",57.9,"174,738",8.9
2849,23208,42,Pennsylvania,2012,June,"10,154,135","6,450,474",63.5,"5,950,829",58.6,"499,645",7.7
2850,23209,44,Rhode Island,2012,June,"847,845","559,379",66,"501,371",59.1,"58,008",10.4
2851,23210,45,South Carolina,2012,June,"3,653,250","2,187,672",59.9,"1,987,341",54.4,"200,331",9.2
2852,23211,46,South Dakota,2012,June,"631,429","446,684",70.7,"428,374",67.8,"18,310",4.1
2853,23212,47,Tennessee,2012,June,"5,017,869","3,092,371",61.6,"2,844,370",56.7,"248,001",8
2854,23213,48,Texas,2012,June,"19,311,048","12,632,078",65.4,"11,776,105",61,"855,973",6.8
2855,23214,49,Utah,2012,June,"2,023,694","1,345,980",66.5,"1,280,955",63.3,"65,025",4.8
2856,23215,50,Vermont,2012,June,"511,282","353,999",69.2,"336,688",65.9,"17,311",4.9
2857,23216,51,Virginia,2012,June,"6,317,350","4,208,558",66.6,"3,955,368",62.6,"253,190",6
2858,23217,53,Washington,2012,June,"5,378,257","3,478,835",64.7,"3,199,945",59.5,"278,890",8
2859,23218,54,West Virginia,2012,June,"1,487,910","808,884",54.4,"749,257",50.4,"59,627",7.4
2860,23219,55,Wisconsin,2012,June,"4,478,791","3,067,586",68.5,"2,852,421",63.7,"215,165",7
2861,23220,56,Wyoming,2012,June,"443,886","303,733",68.4,"286,852",64.6,"16,881",5.6
2862,23221,1,Alabama,2012,July,"3,745,940","2,178,985",58.2,"1,999,860",53.4,"179,125",8.2
2863,23222,2,Alaska,2012,July,"535,584","363,887",67.9,"337,576",63,"26,311",7.2
2864,23223,4,Arizona,2012,July,"5,009,540","3,055,366",61,"2,801,303",55.9,"254,063",8.3
2865,23224,5,Arkansas,2012,July,"2,267,294","1,348,643",59.5,"1,250,599",55.2,"98,044",7.3
2866,23225,6,California,2012,July,"29,305,807","18,479,876",63.1,"16,534,689",56.4,"1,945,187",10.5
2867,23226,37,Los Angeles County,2012,July,"7,811,458","4,891,184",62.6,"4,355,075",55.8,"536,109",11
2868,23227,8,Colorado,2012,July,"3,995,677","2,748,077",68.8,"2,526,809",63.2,"221,268",8.1
2869,23228,9,Connecticut,2012,July,"2,846,179","1,882,615",66.1,"1,723,907",60.6,"158,708",8.4
2870,23229,10,Delaware,2012,July,"719,282","446,132",62,"414,347",57.6,"31,785",7.1
2871,23230,11,District of Columbia,2012,July,"528,514","365,996",69.3,"333,656",63.1,"32,340",8.8
2872,23231,12,Florida,2012,July,"15,443,876","9,342,026",60.5,"8,534,305",55.3,"807,721",8.6
2873,23232,13,Georgia,2012,July,"7,482,739","4,773,009",63.8,"4,343,500",58,"429,509",9
2874,23233,15,Hawaii,2012,July,"1,066,084","649,583",60.9,"611,262",57.3,"38,321",5.9
2875,23234,16,Idaho,2012,July,"1,193,509","772,210",64.7,"715,144",59.9,"57,066",7.4
2876,23235,17,Illinois,2012,July,"9,993,695","6,583,994",65.9,"5,989,315",59.9,"594,679",9
2877,23236,18,Indiana,2012,July,"5,032,436","3,162,320",62.8,"2,902,854",57.7,"259,466",8.2
2878,23237,19,Iowa,2012,July,"2,389,557","1,656,736",69.3,"1,572,880",65.8,"83,856",5.1
2879,23238,20,Kansas,2012,July,"2,175,109","1,488,847",68.4,"1,404,335",64.6,"84,512",5.7
2880,23239,21,Kentucky,2012,July,"3,389,137","2,061,588",60.8,"1,892,555",55.8,"169,033",8.2
2881,23240,22,Louisiana,2012,July,"3,502,948","2,089,201",59.6,"1,949,077",55.6,"140,124",6.7
2882,23241,23,Maine,2012,July,"1,082,354","700,592",64.7,"649,809",60,"50,783",7.2
2883,23242,24,Maryland,2012,July,"4,603,555","3,121,317",67.8,"2,905,634",63.1,"215,683",6.9
2884,23243,25,Massachusetts,2012,July,"5,353,276","3,507,770",65.5,"3,271,778",61.1,"235,992",6.7
2885,23244,26,Michigan,2012,July,"7,792,111","4,680,759",60.1,"4,257,873",54.6,"422,886",9
2886,23245,27,Minnesota,2012,July,"4,185,165","2,947,024",70.4,"2,779,521",66.4,"167,503",5.7
2887,23246,28,Mississippi,2012,July,"2,253,714","1,329,451",59,"1,211,838",53.8,"117,613",8.8
2888,23247,29,Missouri,2012,July,"4,670,914","3,000,439",64.2,"2,787,304",59.7,"213,135",7.1
2889,23248,30,Montana,2012,July,"791,138","507,185",64.1,"477,470",60.4,"29,715",5.9
2890,23249,31,Nebraska,2012,July,"1,411,388","1,012,787",71.8,"973,628",69,"39,159",3.9
2891,23250,32,Nevada,2012,July,"2,124,233","1,367,483",64.4,"1,208,382",56.9,"159,101",11.6
2892,23251,33,New Hampshire,2012,July,"1,069,209","741,133",69.3,"699,912",65.5,"41,221",5.6
2893,23252,34,New Jersey,2012,July,"6,948,227","4,576,629",65.9,"4,141,405",59.6,"435,224",9.5
2894,23253,35,New Mexico,2012,July,"1,593,321","927,463",58.2,"863,126",54.2,"64,337",6.9
2895,23254,36,New York,2012,July,"15,566,184","9,602,750",61.7,"8,764,316",56.3,"838,434",8.7
2896,23255,51000,New York city,2012,July,"6,695,340","4,022,788",60.1,"3,641,679",54.4,"381,109",9.5
2897,23256,37,North Carolina,2012,July,"7,506,733","4,718,993",62.9,"4,270,883",56.9,"448,110",9.5
2898,23257,38,North Dakota,2012,July,"544,625","396,002",72.7,"384,458",70.6,"11,544",2.9
2899,23258,39,Ohio,2012,July,"9,021,458","5,703,982",63.2,"5,290,271",58.6,"413,711",7.3
2900,23259,40,Oklahoma,2012,July,"2,895,161","1,795,981",62,"1,705,012",58.9,"90,969",5.1
2901,23260,41,Oregon,2012,July,"3,099,215","1,962,128",63.3,"1,789,026",57.7,"173,102",8.8
2902,23261,42,Pennsylvania,2012,July,"10,157,546","6,458,986",63.6,"5,957,166",58.6,"501,820",7.8
2903,23262,44,Rhode Island,2012,July,"848,183","560,517",66.1,"502,970",59.3,"57,547",10.3
2904,23263,45,South Carolina,2012,July,"3,656,645","2,188,604",59.9,"1,991,994",54.5,"196,610",9
2905,23264,46,South Dakota,2012,July,"632,148","447,093",70.7,"428,772",67.8,"18,321",4.1
2906,23265,47,Tennessee,2012,July,"5,022,071","3,093,294",61.6,"2,847,096",56.7,"246,198",8
2907,23266,48,Texas,2012,July,"19,341,277","12,649,825",65.4,"11,802,014",61,"847,811",6.7
2908,23267,49,Utah,2012,July,"2,026,680","1,349,636",66.6,"1,285,107",63.4,"64,529",4.8
2909,23268,50,Vermont,2012,July,"511,355","353,993",69.2,"336,722",65.8,"17,271",4.9
2910,23269,51,Virginia,2012,July,"6,324,085","4,210,712",66.6,"3,960,179",62.6,"250,533",5.9
2911,23270,53,Washington,2012,July,"5,384,419","3,475,293",64.5,"3,203,044",59.5,"272,249",7.8
2912,23271,54,West Virginia,2012,July,"1,488,109","808,914",54.4,"748,988",50.3,"59,926",7.4
2913,23272,55,Wisconsin,2012,July,"4,480,877","3,068,026",68.5,"2,853,712",63.7,"214,314",7
2914,23273,56,Wyoming,2012,July,"444,553","303,794",68.3,"286,966",64.6,"16,828",5.5
2915,23274,1,Alabama,2012,August,"3,748,082","2,180,942",58.2,"2,004,716",53.5,"176,226",8.1
2916,23275,2,Alaska,2012,August,"535,878","363,879",67.9,"337,853",63,"26,026",7.2
2917,23276,4,Arizona,2012,August,"5,016,602","3,056,822",60.9,"2,805,561",55.9,"251,261",8.2
2918,23277,5,Arkansas,2012,August,"2,268,387","1,346,157",59.3,"1,248,907",55.1,"97,250",7.2
2919,23278,6,California,2012,August,"29,335,993","18,494,681",63,"16,581,684",56.5,"1,912,997",10.3
2920,23279,37,Los Angeles County,2012,August,"7,817,305","4,895,676",62.6,"4,367,165",55.9,"528,511",10.8
2921,23280,8,Colorado,2012,August,"4,001,980","2,750,560",68.7,"2,532,901",63.3,"217,659",7.9
2922,23281,9,Connecticut,2012,August,"2,847,427","1,878,205",66,"1,720,408",60.4,"157,797",8.4
2923,23282,10,Delaware,2012,August,"720,044","446,071",62,"414,386",57.6,"31,685",7.1
2924,23283,11,District of Columbia,2012,August,"529,525","368,008",69.5,"335,940",63.4,"32,068",8.7
2925,23284,12,Florida,2012,August,"15,465,332","9,352,027",60.5,"8,556,664",55.3,"795,363",8.5
2926,23285,13,Georgia,2012,August,"7,489,471","4,775,669",63.8,"4,351,928",58.1,"423,741",8.9
2927,23286,15,Hawaii,2012,August,"1,066,807","649,534",60.9,"612,513",57.4,"37,021",5.7
2928,23287,16,Idaho,2012,August,"1,194,918","772,638",64.7,"716,202",59.9,"56,436",7.3
2929,23288,17,Illinois,2012,August,"9,997,508","6,588,983",65.9,"5,997,041",60,"591,942",9
2930,23289,18,Indiana,2012,August,"5,035,833","3,163,313",62.8,"2,904,676",57.7,"258,637",8.2
2931,23290,19,Iowa,2012,August,"2,391,195","1,657,235",69.3,"1,574,109",65.8,"83,126",5
2932,23291,20,Kansas,2012,August,"2,176,025","1,489,743",68.5,"1,405,991",64.6,"83,752",5.6
2933,23292,21,Kentucky,2012,August,"3,391,439","2,065,968",60.9,"1,897,095",55.9,"168,873",8.2
2934,23293,22,Louisiana,2012,August,"3,505,274","2,087,894",59.6,"1,950,819",55.7,"137,075",6.6
2935,23294,23,Maine,2012,August,"1,082,712","700,906",64.7,"650,411",60.1,"50,495",7.2
2936,23295,24,Maryland,2012,August,"4,607,139","3,126,121",67.9,"2,911,289",63.2,"214,832",6.9
2937,23296,25,Massachusetts,2012,August,"5,358,546","3,510,235",65.5,"3,274,743",61.1,"235,492",6.7
2938,23297,26,Michigan,2012,August,"7,796,014","4,685,915",60.1,"4,264,274",54.7,"421,641",9
2939,23298,27,Minnesota,2012,August,"4,188,566","2,950,631",70.4,"2,783,832",66.5,"166,799",5.7
2940,23299,28,Mississippi,2012,August,"2,254,835","1,329,468",59,"1,212,890",53.8,"116,578",8.8
2941,23300,29,Missouri,2012,August,"4,673,088","3,002,370",64.2,"2,791,175",59.7,"211,195",7
2942,23301,30,Montana,2012,August,"791,933","507,764",64.1,"478,438",60.4,"29,326",5.8
2943,23302,31,Nebraska,2012,August,"1,412,373","1,014,558",71.8,"975,571",69.1,"38,987",3.8
2944,23303,32,Nevada,2012,August,"2,127,048","1,367,955",64.3,"1,211,574",57,"156,381",11.4
2945,23304,33,New Hampshire,2012,August,"1,069,844","742,064",69.4,"700,728",65.5,"41,336",5.6
2946,23305,34,New Jersey,2012,August,"6,951,288","4,578,329",65.9,"4,145,792",59.6,"432,537",9.4
2947,23306,35,New Mexico,2012,August,"1,594,216","928,991",58.3,"864,648",54.2,"64,343",6.9
2948,23307,36,New York,2012,August,"15,574,554","9,612,652",61.7,"8,781,926",56.4,"830,726",8.6
2949,23308,51000,New York city,2012,August,"6,699,025","4,027,658",60.1,"3,650,267",54.5,"377,391",9.4
2950,23309,37,North Carolina,2012,August,"7,514,995","4,731,208",63,"4,282,400",57,"448,808",9.5
2951,23310,38,North Dakota,2012,August,"545,932","396,531",72.6,"384,938",70.5,"11,593",2.9
2952,23311,39,Ohio,2012,August,"9,025,886","5,701,818",63.2,"5,292,044",58.6,"409,774",7.2
2953,23312,40,Oklahoma,2012,August,"2,897,653","1,798,319",62.1,"1,707,423",58.9,"90,896",5.1
2954,23313,41,Oregon,2012,August,"3,101,836","1,958,250",63.1,"1,786,947",57.6,"171,303",8.7
2955,23314,42,Pennsylvania,2012,August,"10,160,869","6,466,612",63.6,"5,964,896",58.7,"501,716",7.8
2956,23315,44,Rhode Island,2012,August,"848,493","561,632",66.2,"504,721",59.5,"56,911",10.1
2957,23316,45,South Carolina,2012,August,"3,660,703","2,190,380",59.8,"1,997,580",54.6,"192,800",8.8
2958,23317,46,South Dakota,2012,August,"632,789","447,503",70.7,"429,274",67.8,"18,229",4.1
2959,23318,47,Tennessee,2012,August,"5,026,242","3,095,301",61.6,"2,851,322",56.7,"243,979",7.9
2960,23319,48,Texas,2012,August,"19,372,177","12,666,216",65.4,"11,830,108",61.1,"836,108",6.6
2961,23320,49,Utah,2012,August,"2,030,026","1,353,555",66.7,"1,289,584",63.5,"63,971",4.7
2962,23321,50,Vermont,2012,August,"511,540","353,956",69.2,"336,820",65.8,"17,136",4.8
2963,23322,51,Virginia,2012,August,"6,329,538","4,215,085",66.6,"3,967,765",62.7,"247,320",5.9
2964,23323,53,Washington,2012,August,"5,389,609","3,472,450",64.4,"3,207,615",59.5,"264,835",7.6
2965,23324,54,West Virginia,2012,August,"1,488,197","808,788",54.3,"748,953",50.3,"59,835",7.4
2966,23325,55,Wisconsin,2012,August,"4,483,459","3,068,963",68.5,"2,856,403",63.7,"212,560",6.9
2967,23326,56,Wyoming,2012,August,"444,980","303,836",68.3,"287,159",64.5,"16,677",5.5
2968,23327,1,Alabama,2012,September,"3,750,371","2,182,771",58.2,"2,009,352",53.6,"173,419",7.9
2969,23328,2,Alaska,2012,September,"536,044","364,057",67.9,"338,216",63.1,"25,841",7.1
2970,23329,4,Arizona,2012,September,"5,023,844","3,058,702",60.9,"2,809,750",55.9,"248,952",8.1
2971,23330,5,Arkansas,2012,September,"2,269,551","1,344,172",59.2,"1,247,567",55,"96,605",7.2
2972,23331,6,California,2012,September,"29,367,307","18,515,366",63,"16,631,825",56.6,"1,883,541",10.2
2973,23332,37,Los Angeles County,2012,September,"7,823,191","4,904,473",62.7,"4,382,007",56,"522,466",10.7
2974,23333,8,Colorado,2012,September,"4,008,367","2,753,956",68.7,"2,539,967",63.4,"213,989",7.8
2975,23334,9,Connecticut,2012,September,"2,848,760","1,875,209",65.8,"1,718,236",60.3,"156,973",8.4
2976,23335,10,Delaware,2012,September,"720,904","446,070",61.9,"414,465",57.5,"31,605",7.1
2977,23336,11,District of Columbia,2012,September,"530,524","369,988",69.7,"338,002",63.7,"31,986",8.6
2978,23337,12,Florida,2012,September,"15,487,278","9,363,037",60.5,"8,578,931",55.4,"784,106",8.4
2979,23338,13,Georgia,2012,September,"7,496,368","4,778,749",63.7,"4,359,383",58.2,"419,366",8.8
