,index,FIPS Code,State,Year,Month,Civilian Non-Institutional Population,Labor Force Total,Labor Force Percent of Population,Employment Total,Employment Percent of Population,Unemployment Total,Unemployment Rate
6645,27004,23,Maine,2018,June,"1,104,553","699,517",63.3,"677,472",61.3,"22,045",3.2
6646,27005,24,Maryland,2018,June,"4,750,835","3,213,197",67.6,"3,090,654",65.1,"122,543",3.8
6647,27006,25,Massachusetts,2018,June,"5,613,358","3,769,575",67.2,"3,639,452",64.8,"130,123",3.5
6648,27007,26,Michigan,2018,June,"7,975,494","4,916,598",61.6,"4,718,713",59.2,"197,885",4
6649,27008,27,Minnesota,2018,June,"4,390,089","3,056,725",69.6,"2,966,924",67.6,"89,801",2.9
6650,27009,28,Mississippi,2018,June,"2,285,729","1,270,400",55.6,"1,208,844",52.9,"61,556",4.8
6651,27010,29,Missouri,2018,June,"4,791,444","3,051,919",63.7,"2,954,854",61.7,"97,065",3.2
6652,27011,30,Montana,2018,June,"842,349","529,731",62.9,"509,881",60.5,"19,850",3.7
6653,27012,31,Nebraska,2018,June,"1,470,220","1,026,709",69.8,"997,935",67.9,"28,774",2.8
6654,27013,32,Nevada,2018,June,"2,375,683","1,503,645",63.3,"1,438,463",60.5,"65,182",4.3
6655,27014,33,New Hampshire,2018,June,"1,113,228","765,615",68.8,"745,329",67,"20,286",2.6
6656,27015,34,New Jersey,2018,June,"7,062,669","4,454,891",63.1,"4,276,121",60.5,"178,770",4
6657,27016,35,New Mexico,2018,June,"1,630,075","946,766",58.1,"901,835",55.3,"44,931",4.7
6658,27017,36,New York,2018,June,"15,700,433","9,513,390",60.6,"9,130,638",58.2,"382,752",4
6659,27018,51000,New York city,2018,June,"6,773,505","4,074,523",60.2,"3,910,579",57.7,"163,944",4
6660,27019,37,North Carolina,2018,June,"8,139,028","4,989,015",61.3,"4,791,670",58.9,"197,345",4
6661,27020,38,North Dakota,2018,June,"581,694","407,191",70,"397,212",68.3,"9,979",2.5
6662,27021,39,Ohio,2018,June,"9,215,446","5,789,189",62.8,"5,526,823",60,"262,366",4.5
6663,27022,40,Oklahoma,2018,June,"3,010,581","1,839,765",61.1,"1,781,269",59.2,"58,496",3.2
6664,27023,41,Oregon,2018,June,"3,370,550","2,083,578",61.8,"2,003,041",59.4,"80,537",3.9
6665,27024,42,Pennsylvania,2018,June,"10,265,616","6,430,815",62.6,"6,148,676",59.9,"282,139",4.4
6666,27025,44,Rhode Island,2018,June,"861,933","558,992",64.9,"536,700",62.3,"22,292",4
6667,27026,45,South Carolina,2018,June,"4,004,029","2,313,983",57.8,"2,238,712",55.9,"75,271",3.3
6668,27027,46,South Dakota,2018,June,"666,936","458,949",68.8,"445,890",66.9,"13,059",2.8
6669,27028,47,Tennessee,2018,June,"5,325,367","3,249,692",61,"3,136,100",58.9,"113,592",3.5
6670,27029,48,Texas,2018,June,"21,560,149","13,813,952",64.1,"13,276,750",61.6,"537,202",3.9
6671,27030,49,Utah,2018,June,"2,296,468","1,573,018",68.5,"1,527,284",66.5,"45,734",2.9
6672,27031,50,Vermont,2018,June,"517,318","347,508",67.2,"338,197",65.4,"9,311",2.7
6673,27032,51,Virginia,2018,June,"6,636,443","4,361,696",65.7,"4,234,693",63.8,"127,003",2.9
6674,27033,53,Washington,2018,June,"5,932,181","3,805,332",64.1,"3,642,504",61.4,"162,828",4.3
6675,27034,54,West Virginia,2018,June,"1,456,011","794,829",54.6,"753,515",51.8,"41,314",5.2
6676,27035,55,Wisconsin,2018,June,"4,609,561","3,110,709",67.5,"3,015,956",65.4,"94,753",3
6677,27036,56,Wyoming,2018,June,"448,910","294,888",65.7,"283,058",63.1,"11,830",4
6678,27037,1,Alabama,2018,July,"3,848,927","2,209,486",57.4,"2,122,081",55.1,"87,405",4
6679,27038,2,Alaska,2018,July,"546,800","355,997",65.1,"335,238",61.3,"20,759",5.8
6680,27039,4,Arizona,2018,July,"5,606,364","3,429,631",61.2,"3,268,114",58.3,"161,517",4.7
6681,27040,5,Arkansas,2018,July,"2,334,646","1,351,324",57.9,"1,303,180",55.8,"48,144",3.6
6682,27041,6,California,2018,July,"30,959,830","19,268,853",62.2,"18,461,524",59.6,"807,329",4.2
6683,27042,37,Los Angeles County,2018,July,"8,065,463","5,090,798",63.1,"4,856,362",60.2,"234,436",4.6
6684,27043,8,Colorado,2018,July,"4,480,233","3,077,524",68.7,"2,982,172",66.6,"95,352",3.1
6685,27044,9,Connecticut,2018,July,"2,885,151","1,907,281",66.1,"1,834,216",63.6,"73,065",3.8
6686,27045,10,Delaware,2018,July,"771,294","481,027",62.4,"463,754",60.1,"17,273",3.6
6687,27046,11,District of Columbia,2018,July,"577,664","407,883",70.6,"385,177",66.7,"22,706",5.6
6688,27047,12,Florida,2018,July,"17,202,053","10,168,495",59.1,"9,810,226",57,"358,269",3.5
6689,27048,13,Georgia,2018,July,"8,099,961","5,114,194",63.1,"4,914,255",60.7,"199,939",3.9
6690,27049,15,Hawaii,2018,July,"1,094,542","675,970",61.8,"659,970",60.3,"16,000",2.4
6691,27050,16,Idaho,2018,July,"1,336,679","855,618",64,"832,227",62.3,"23,391",2.7
6692,27051,17,Illinois,2018,July,"10,017,132","6,469,057",64.6,"6,191,198",61.8,"277,859",4.3
6693,27052,18,Indiana,2018,July,"5,211,178","3,390,366",65.1,"3,275,234",62.9,"115,132",3.4
6694,27053,19,Iowa,2018,July,"2,459,864","1,702,498",69.2,"1,659,981",67.5,"42,517",2.5
6695,27054,20,Kansas,2018,July,"2,222,318","1,483,713",66.8,"1,435,984",64.6,"47,729",3.2
6696,27055,21,Kentucky,2018,July,"3,486,211","2,054,538",58.9,"1,968,263",56.5,"86,275",4.2
6697,27056,22,Louisiana,2018,July,"3,583,576","2,117,389",59.1,"2,013,613",56.2,"103,776",4.9
6698,27057,23,Maine,2018,July,"1,105,094","699,250",63.3,"676,703",61.2,"22,547",3.2
6699,27058,24,Maryland,2018,July,"4,752,274","3,212,560",67.6,"3,091,527",65.1,"121,033",3.8
6700,27059,25,Massachusetts,2018,July,"5,616,196","3,772,277",67.2,"3,643,761",64.9,"128,516",3.4
6701,27060,26,Michigan,2018,July,"7,977,918","4,914,886",61.6,"4,718,428",59.1,"196,458",4
6702,27061,27,Minnesota,2018,July,"4,393,361","3,056,034",69.6,"2,966,981",67.5,"89,053",2.9
6703,27062,28,Mississippi,2018,July,"2,285,366","1,268,712",55.5,"1,207,617",52.8,"61,095",4.8
6704,27063,29,Missouri,2018,July,"4,793,072","3,049,568",63.6,"2,953,691",61.6,"95,877",3.1
6705,27064,30,Montana,2018,July,"843,114","529,899",62.9,"510,161",60.5,"19,738",3.7
6706,27065,31,Nebraska,2018,July,"1,471,009","1,027,013",69.8,"998,342",67.9,"28,671",2.8
6707,27066,32,Nevada,2018,July,"2,380,077","1,507,577",63.3,"1,442,964",60.6,"64,613",4.3
6708,27067,33,New Hampshire,2018,July,"1,113,885","765,674",68.7,"745,759",67,"19,915",2.6
6709,27068,34,New Jersey,2018,July,"7,063,849","4,452,593",63,"4,278,210",60.6,"174,383",3.9
6710,27069,35,New Mexico,2018,July,"1,630,668","947,262",58.1,"902,063",55.3,"45,199",4.8
6711,27070,36,New York,2018,July,"15,699,506","9,507,665",60.6,"9,132,403",58.2,"375,262",3.9
6712,27071,51000,New York city,2018,July,"6,771,378","4,069,025",60.1,"3,906,594",57.7,"162,431",4
6713,27072,37,North Carolina,2018,July,"8,148,921","4,988,530",61.2,"4,793,224",58.8,"195,306",3.9
6714,27073,38,North Dakota,2018,July,"581,852","406,541",69.9,"396,678",68.2,"9,863",2.4
6715,27074,39,Ohio,2018,July,"9,218,047","5,788,201",62.8,"5,527,800",60,"260,401",4.5
6716,27075,40,Oklahoma,2018,July,"3,011,765","1,836,927",61,"1,780,107",59.1,"56,820",3.1
6717,27076,41,Oregon,2018,July,"3,373,930","2,083,007",61.7,"2,002,204",59.3,"80,803",3.9
6718,27077,42,Pennsylvania,2018,July,"10,267,863","6,435,383",62.7,"6,154,147",59.9,"281,236",4.4
6719,27078,44,Rhode Island,2018,July,"862,238","558,501",64.8,"536,430",62.2,"22,071",4
6720,27079,45,South Carolina,2018,July,"4,009,060","2,318,898",57.8,"2,242,686",55.9,"76,212",3.3
6721,27080,46,South Dakota,2018,July,"667,376","458,735",68.7,"445,789",66.8,"12,946",2.8
6722,27081,47,Tennessee,2018,July,"5,330,423","3,253,735",61,"3,139,083",58.9,"114,652",3.5
6723,27082,48,Texas,2018,July,"21,587,399","13,820,010",64,"13,288,411",61.6,"531,599",3.8
6724,27083,49,Utah,2018,July,"2,300,883","1,574,389",68.4,"1,528,807",66.4,"45,582",2.9
6725,27084,50,Vermont,2018,July,"517,426","347,042",67.1,"338,124",65.3,"8,918",2.6
6726,27085,51,Virginia,2018,July,"6,639,962","4,358,677",65.6,"4,233,607",63.8,"125,070",2.9
6727,27086,53,Washington,2018,July,"5,940,044","3,811,529",64.2,"3,648,109",61.4,"163,420",4.3
6728,27087,54,West Virginia,2018,July,"1,455,383","794,907",54.6,"754,278",51.8,"40,629",5.1
6729,27088,55,Wisconsin,2018,July,"4,611,747","3,105,219",67.3,"3,010,677",65.3,"94,542",3
6730,27089,56,Wyoming,2018,July,"448,998","294,834",65.7,"282,972",63,"11,862",4
6731,27090,1,Alabama,2018,August,"3,850,814","2,212,016",57.4,"2,125,526",55.2,"86,490",3.9
6732,27091,2,Alaska,2018,August,"546,781","355,617",65,"334,975",61.3,"20,642",5.8
6733,27092,4,Arizona,2018,August,"5,617,446","3,440,243",61.2,"3,276,561",58.3,"163,682",4.8
6734,27093,5,Arkansas,2018,August,"2,335,827","1,352,139",57.9,"1,303,997",55.8,"48,142",3.6
6735,27094,6,California,2018,August,"30,970,329","19,270,079",62.2,"18,461,462",59.6,"808,617",4.2
6736,27095,37,Los Angeles County,2018,August,"8,064,098","5,088,155",63.1,"4,852,906",60.2,"235,249",4.6
6737,27096,8,Colorado,2018,August,"4,486,530","3,080,565",68.7,"2,984,346",66.5,"96,219",3.1
6738,27097,9,Connecticut,2018,August,"2,885,383","1,909,124",66.2,"1,836,818",63.7,"72,306",3.8
6739,27098,10,Delaware,2018,August,"772,185","480,933",62.3,"463,791",60.1,"17,142",3.6
6740,27099,11,District of Columbia,2018,August,"577,960","407,552",70.5,"385,016",66.6,"22,536",5.5
6741,27100,12,Florida,2018,August,"17,223,189","10,178,508",59.1,"9,823,085",57,"355,423",3.5
6742,27101,13,Georgia,2018,August,"8,109,883","5,110,058",63,"4,911,908",60.6,"198,150",3.9
6743,27102,15,Hawaii,2018,August,"1,094,296","674,563",61.6,"658,106",60.1,"16,457",2.4
6744,27103,16,Idaho,2018,August,"1,339,682","856,913",64,"833,422",62.2,"23,491",2.7
6745,27104,17,Illinois,2018,August,"10,016,480","6,467,671",64.6,"6,188,958",61.8,"278,713",4.3
6746,27105,18,Indiana,2018,August,"5,214,498","3,387,434",65,"3,272,499",62.8,"114,935",3.4
6747,27106,19,Iowa,2018,August,"2,461,141","1,703,333",69.2,"1,660,747",67.5,"42,586",2.5
6748,27107,20,Kansas,2018,August,"2,223,002","1,483,428",66.7,"1,435,542",64.6,"47,886",3.2
6749,27108,21,Kentucky,2018,August,"3,487,490","2,053,047",58.9,"1,966,805",56.4,"86,242",4.2
6750,27109,22,Louisiana,2018,August,"3,584,025","2,114,941",59,"2,012,209",56.1,"102,732",4.9
6751,27110,23,Maine,2018,August,"1,105,765","698,811",63.2,"675,981",61.1,"22,830",3.3
6752,27111,24,Maryland,2018,August,"4,753,977","3,213,051",67.6,"3,093,337",65.1,"119,714",3.7
6753,27112,25,Massachusetts,2018,August,"5,618,480","3,774,325",67.2,"3,647,139",64.9,"127,186",3.4
6754,27113,26,Michigan,2018,August,"7,979,891","4,915,118",61.6,"4,718,222",59.1,"196,896",4
6755,27114,27,Minnesota,2018,August,"4,396,490","3,056,843",69.5,"2,967,632",67.5,"89,211",2.9
6756,27115,28,Mississippi,2018,August,"2,285,791","1,267,636",55.5,"1,206,365",52.8,"61,271",4.8
6757,27116,29,Missouri,2018,August,"4,795,418","3,047,803",63.6,"2,952,775",61.6,"95,028",3.1
6758,27117,30,Montana,2018,August,"843,928","530,192",62.8,"510,521",60.5,"19,671",3.7
6759,27118,31,Nebraska,2018,August,"1,471,841","1,027,610",69.8,"998,876",67.9,"28,734",2.8
6760,27119,32,Nevada,2018,August,"2,384,929","1,511,751",63.4,"1,447,388",60.7,"64,363",4.3
6761,27120,33,New Hampshire,2018,August,"1,114,697","765,666",68.7,"746,044",66.9,"19,622",2.6
6762,27121,34,New Jersey,2018,August,"7,065,495","4,451,235",63,"4,280,940",60.6,"170,295",3.8
6763,27122,35,New Mexico,2018,August,"1,631,817","948,006",58.1,"902,172",55.3,"45,834",4.8
6764,27123,36,New York,2018,August,"15,697,882","9,504,009",60.5,"9,133,002",58.2,"371,007",3.9
6765,27124,51000,New York city,2018,August,"6,768,608","4,065,856",60.1,"3,903,490",57.7,"162,366",4
6766,27125,37,North Carolina,2018,August,"8,158,924","4,988,577",61.1,"4,793,931",58.8,"194,646",3.9
6767,27126,38,North Dakota,2018,August,"582,062","406,142",69.8,"396,356",68.1,"9,786",2.4
6768,27127,39,Ohio,2018,August,"9,221,239","5,789,478",62.8,"5,530,446",60,"259,032",4.5
6769,27128,40,Oklahoma,2018,August,"3,013,749","1,834,604",60.9,"1,778,785",59,"55,819",3
6770,27129,41,Oregon,2018,August,"3,377,359","2,083,770",61.7,"2,001,773",59.3,"81,997",3.9
6771,27130,42,Pennsylvania,2018,August,"10,269,662","6,439,999",62.7,"6,159,078",60,"280,921",4.4
6772,27131,44,Rhode Island,2018,August,"862,400","558,025",64.7,"536,029",62.2,"21,996",3.9
6773,27132,45,South Carolina,2018,August,"4,014,652","2,324,895",57.9,"2,247,635",56,"77,260",3.3
6774,27133,46,South Dakota,2018,August,"668,054","458,634",68.7,"445,741",66.7,"12,893",2.8
6775,27134,47,Tennessee,2018,August,"5,335,262","3,258,019",61.1,"3,142,661",58.9,"115,358",3.5
6776,27135,48,Texas,2018,August,"21,619,194","13,828,877",64,"13,300,862",61.5,"528,015",3.8
6777,27136,49,Utah,2018,August,"2,305,312","1,575,998",68.4,"1,530,465",66.4,"45,533",2.9
6778,27137,50,Vermont,2018,August,"517,535","346,511",67,"337,949",65.3,"8,562",2.5
6779,27138,51,Virginia,2018,August,"6,644,538","4,357,084",65.6,"4,233,403",63.7,"123,681",2.8
6780,27139,53,Washington,2018,August,"5,947,638","3,819,548",64.2,"3,654,812",61.4,"164,736",4.3
6781,27140,54,West Virginia,2018,August,"1,455,048","794,860",54.6,"754,746",51.9,"40,114",5
6782,27141,55,Wisconsin,2018,August,"4,614,177","3,100,243",67.2,"3,006,087",65.1,"94,156",3
6783,27142,56,Wyoming,2018,August,"449,256","294,837",65.6,"282,913",63,"11,924",4
6784,27143,1,Alabama,2018,September,"3,852,862","2,215,093",57.5,"2,129,494",55.3,"85,599",3.9
6785,27144,2,Alaska,2018,September,"546,810","355,262",65,"334,648",61.2,"20,614",5.8
6786,27145,4,Arizona,2018,September,"5,628,819","3,452,490",61.3,"3,285,694",58.4,"166,796",4.8
6787,27146,5,Arkansas,2018,September,"2,337,119","1,353,808",57.9,"1,305,242",55.8,"48,566",3.6
6788,27147,6,California,2018,September,"30,982,488","19,278,256",62.2,"18,464,140",59.6,"814,116",4.2
6789,27148,37,Los Angeles County,2018,September,"8,062,761","5,088,665",63.1,"4,851,840",60.2,"236,825",4.7
6790,27149,8,Colorado,2018,September,"4,493,046","3,084,266",68.6,"2,987,503",66.5,"96,763",3.1
6791,27150,9,Connecticut,2018,September,"2,885,801","1,911,006",66.2,"1,839,115",63.7,"71,891",3.8
6792,27151,10,Delaware,2018,September,"773,154","481,160",62.2,"464,075",60,"17,085",3.6
6793,27152,11,District of Columbia,2018,September,"578,260","407,555",70.5,"384,918",66.6,"22,637",5.6
6794,27153,12,Florida,2018,September,"17,245,228","10,191,438",59.1,"9,836,152",57,"355,286",3.5
6795,27154,13,Georgia,2018,September,"8,120,220","5,108,726",62.9,"4,910,760",60.5,"197,966",3.9
6796,27155,15,Hawaii,2018,September,"1,094,105","673,225",61.5,"656,251",60,"16,974",2.5
6797,27156,16,Idaho,2018,September,"1,342,766","858,575",63.9,"834,807",62.2,"23,768",2.8
6798,27157,17,Illinois,2018,September,"10,016,318","6,468,643",64.6,"6,187,856",61.8,"280,787",4.3
6799,27158,18,Indiana,2018,September,"5,218,075","3,384,907",64.9,"3,269,816",62.7,"115,091",3.4
6800,27159,19,Iowa,2018,September,"2,462,548","1,704,965",69.2,"1,662,001",67.5,"42,964",2.5
6801,27160,20,Kansas,2018,September,"2,223,814","1,483,781",66.7,"1,435,489",64.6,"48,292",3.3
6802,27161,21,Kentucky,2018,September,"3,488,910","2,052,059",58.8,"1,965,835",56.3,"86,224",4.2
6803,27162,22,Louisiana,2018,September,"3,584,643","2,113,166",59,"2,011,109",56.1,"102,057",4.8
6804,27163,23,Maine,2018,September,"1,106,507","698,422",63.1,"675,550",61.1,"22,872",3.3
6805,27164,24,Maryland,2018,September,"4,755,987","3,215,658",67.6,"3,096,714",65.1,"118,944",3.7
6806,27165,25,Massachusetts,2018,September,"5,621,085","3,776,708",67.2,"3,650,408",64.9,"126,300",3.3
6807,27166,26,Michigan,2018,September,"7,982,196","4,918,359",61.6,"4,719,671",59.1,"198,688",4
6808,27167,27,Minnesota,2018,September,"4,399,843","3,059,533",69.5,"2,968,877",67.5,"90,656",3
6809,27168,28,Mississippi,2018,September,"2,286,353","1,267,533",55.4,"1,205,274",52.7,"62,259",4.9
6810,27169,29,Missouri,2018,September,"4,797,969","3,047,698",63.5,"2,952,946",61.5,"94,752",3.1
6811,27170,30,Montana,2018,September,"844,790","530,703",62.8,"511,062",60.5,"19,641",3.7
6812,27171,31,Nebraska,2018,September,"1,472,783","1,028,717",69.8,"999,678",67.9,"29,039",2.8
6813,27172,32,Nevada,2018,September,"2,389,933","1,516,485",63.5,"1,452,009",60.8,"64,476",4.3
6814,27173,33,New Hampshire,2018,September,"1,115,547","765,895",68.7,"746,406",66.9,"19,489",2.5
6815,27174,34,New Jersey,2018,September,"7,067,480","4,452,011",63,"4,285,002",60.6,"167,009",3.8
6816,27175,35,New Mexico,2018,September,"1,633,061","949,187",58.1,"902,410",55.3,"46,777",4.9
6817,27176,36,New York,2018,September,"15,697,044","9,503,327",60.5,"9,132,833",58.2,"370,494",3.9
6818,27177,51000,New York city,2018,September,"6,765,813","4,065,099",60.1,"3,900,912",57.7,"164,187",4
6819,27178,37,North Carolina,2018,September,"8,169,344","4,991,935",61.1,"4,796,402",58.7,"195,533",3.9
6820,27179,38,North Dakota,2018,September,"582,323","406,126",69.7,"396,369",68.1,"9,757",2.4
6821,27180,39,Ohio,2018,September,"9,224,861","5,795,216",62.8,"5,535,911",60,"259,305",4.5
6822,27181,40,Oklahoma,2018,September,"3,015,886","1,833,310",60.8,"1,777,570",58.9,"55,740",3
6823,27182,41,Oregon,2018,September,"3,380,908","2,086,354",61.7,"2,002,439",59.2,"83,915",4
6824,27183,42,Pennsylvania,2018,September,"10,271,919","6,445,572",62.7,"6,164,598",60,"280,974",4.4
6825,27184,44,Rhode Island,2018,September,"862,585","557,742",64.7,"535,739",62.1,"22,003",3.9
6826,27185,45,South Carolina,2018,September,"4,020,494","2,331,534",58,"2,253,839",56.1,"77,695",3.3
6827,27186,46,South Dakota,2018,September,"668,716","458,799",68.6,"445,866",66.7,"12,933",2.8
6828,27187,47,Tennessee,2018,September,"5,340,338","3,263,749",61.1,"3,148,219",59,"115,530",3.5
6829,27188,48,Texas,2018,September,"21,652,158","13,843,885",63.9,"13,316,200",61.5,"527,685",3.8
6830,27189,49,Utah,2018,September,"2,309,837","1,578,152",68.3,"1,532,590",66.4,"45,562",2.9
6831,27190,50,Vermont,2018,September,"517,681","346,038",66.8,"337,762",65.2,"8,276",2.4
6832,27191,51,Virginia,2018,September,"6,649,427","4,358,761",65.6,"4,235,458",63.7,"123,303",2.8
6833,27192,53,Washington,2018,September,"5,955,494","3,829,378",64.3,"3,662,492",61.5,"166,886",4.4
6834,27193,54,West Virginia,2018,September,"1,454,777","794,930",54.6,"754,971",51.9,"39,959",5
6835,27194,55,Wisconsin,2018,September,"4,616,745","3,096,571",67.1,"3,002,676",65,"93,895",3
6836,27195,56,Wyoming,2018,September,"449,533","294,898",65.6,"282,959",62.9,"11,939",4
6837,27196,1,Alabama,2018,October,"3,854,756","2,218,770",57.6,"2,134,057",55.4,"84,713",3.8
6838,27197,2,Alaska,2018,October,"546,788","354,987",64.9,"334,327",61.1,"20,660",5.8
6839,27198,4,Arizona,2018,October,"5,639,899","3,465,247",61.4,"3,294,961",58.4,"170,286",4.9
6840,27199,5,Arkansas,2018,October,"2,338,313","1,356,111",58,"1,306,904",55.9,"49,207",3.6
6841,27200,6,California,2018,October,"30,992,869","19,293,358",62.3,"18,471,026",59.6,"822,332",4.3
6842,27201,37,Los Angeles County,2018,October,"8,061,400","5,091,657",63.2,"4,853,005",60.2,"238,652",4.7
6843,27202,8,Colorado,2018,October,"4,499,357","3,088,998",68.7,"2,992,253",66.5,"96,745",3.1
6844,27203,9,Connecticut,2018,October,"2,886,031","1,912,705",66.3,"1,840,959",63.8,"71,746",3.8
6845,27204,10,Delaware,2018,October,"774,073","481,767",62.2,"464,695",60,"17,072",3.5
6846,27205,11,District of Columbia,2018,October,"578,579","407,964",70.5,"384,984",66.5,"22,980",5.6
6847,27206,12,Florida,2018,October,"17,266,363","10,205,938",59.1,"9,848,907",57,"357,031",3.5
6848,27207,13,Georgia,2018,October,"8,130,168","5,109,997",62.9,"4,911,177",60.4,"198,820",3.9
6849,27208,15,Hawaii,2018,October,"1,093,829","672,060",61.4,"654,568",59.8,"17,492",2.6
6850,27209,16,Idaho,2018,October,"1,345,769","860,610",63.9,"836,399",62.2,"24,211",2.8
6851,27210,17,Illinois,2018,October,"10,015,684","6,471,017",64.6,"6,187,236",61.8,"283,781",4.4
6852,27211,18,Indiana,2018,October,"5,221,428","3,384,050",64.8,"3,268,290",62.6,"115,760",3.4
6853,27212,19,Iowa,2018,October,"2,463,857","1,707,672",69.3,"1,664,072",67.5,"43,600",2.6
6854,27213,20,Kansas,2018,October,"2,224,508","1,484,784",66.7,"1,435,982",64.6,"48,802",3.3
6855,27214,21,Kentucky,2018,October,"3,490,193","2,051,989",58.8,"1,965,753",56.3,"86,236",4.2
6856,27215,22,Louisiana,2018,October,"3,585,062","2,112,204",58.9,"2,010,424",56.1,"101,780",4.8
6857,27216,23,Maine,2018,October,"1,107,211","698,151",63.1,"675,484",61,"22,667",3.2
6858,27217,24,Maryland,2018,October,"4,757,696","3,220,485",67.7,"3,101,703",65.2,"118,782",3.7
6859,27218,25,Massachusetts,2018,October,"5,623,415","3,779,466",67.2,"3,653,764",65,"125,702",3.3
6860,27219,26,Michigan,2018,October,"7,984,164","4,924,179",61.7,"4,722,933",59.2,"201,246",4.1
6861,27220,27,Minnesota,2018,October,"4,402,999","3,063,412",69.6,"2,970,270",67.5,"93,142",3
6862,27221,28,Mississippi,2018,October,"2,286,775","1,268,334",55.5,"1,204,462",52.7,"63,872",5
6863,27222,29,Missouri,2018,October,"4,800,342","3,049,782",63.5,"2,954,580",61.5,"95,202",3.1
6864,27223,30,Montana,2018,October,"845,583","531,356",62.8,"511,722",60.5,"19,634",3.7
6865,27224,31,Nebraska,2018,October,"1,473,613","1,030,316",69.9,"1,000,760",67.9,"29,556",2.9
6866,27225,32,Nevada,2018,October,"2,394,798","1,521,728",63.5,"1,456,914",60.8,"64,814",4.3
6867,27226,33,New Hampshire,2018,October,"1,116,369","766,496",68.7,"746,950",66.9,"19,546",2.6
6868,27227,34,New Jersey,2018,October,"7,069,133","4,455,423",63,"4,290,785",60.7,"164,638",3.7
6869,27228,35,New Mexico,2018,October,"1,634,210","950,764",58.2,"902,930",55.3,"47,834",5
6870,27229,36,New York,2018,October,"15,695,361","9,505,478",60.6,"9,132,696",58.2,"372,782",3.9
6871,27230,51000,New York city,2018,October,"6,763,063","4,066,197",60.1,"3,898,896",57.6,"167,301",4.1
6872,27231,37,North Carolina,2018,October,"8,179,394","4,999,714",61.1,"4,802,247",58.7,"197,467",3.9
6873,27232,38,North Dakota,2018,October,"582,549","406,486",69.8,"396,736",68.1,"9,750",2.4
6874,27233,39,Ohio,2018,October,"9,228,042","5,804,046",62.9,"5,543,346",60.1,"260,700",4.5
6875,27234,40,Oklahoma,2018,October,"3,017,853","1,833,190",60.7,"1,776,737",58.9,"56,453",3.1
6876,27235,41,Oregon,2018,October,"3,384,353","2,090,454",61.8,"2,004,408",59.2,"86,046",4.1
6877,27236,42,Pennsylvania,2018,October,"10,273,714","6,452,492",62.8,"6,171,169",60.1,"281,323",4.4
6878,27237,44,Rhode Island,2018,October,"862,742","557,664",64.6,"535,674",62.1,"21,990",3.9
6879,27238,45,South Carolina,2018,October,"4,026,060","2,338,428",58.1,"2,261,071",56.2,"77,357",3.3
6880,27239,46,South Dakota,2018,October,"669,394","459,265",68.6,"446,198",66.7,"13,067",2.8
6881,27240,47,Tennessee,2018,October,"5,345,197","3,271,345",61.2,"3,156,200",59,"115,145",3.5
6882,27241,48,Texas,2018,October,"21,683,967","13,864,768",63.9,"13,335,259",61.5,"529,509",3.8
6883,27242,49,Utah,2018,October,"2,314,283","1,580,850",68.3,"1,535,286",66.3,"45,564",2.9
6884,27243,50,Vermont,2018,October,"517,774","345,660",66.8,"337,597",65.2,"8,063",2.3
6885,27244,51,Virginia,2018,October,"6,654,002","4,364,231",65.6,"4,240,248",63.7,"123,983",2.8
6886,27245,53,Washington,2018,October,"5,963,059","3,840,188",64.4,"3,670,355",61.6,"169,833",4.4
6887,27246,54,West Virginia,2018,October,"1,454,429","795,121",54.7,"755,019",51.9,"40,102",5
6888,27247,55,Wisconsin,2018,October,"4,619,204","3,094,379",67,"3,000,471",65,"93,908",3
6889,27248,56,Wyoming,2018,October,"449,778","294,995",65.6,"283,131",62.9,"11,864",4
6890,27249,1,Alabama,2018,November,"3,856,154","2,222,802",57.6,"2,139,030",55.5,"83,772",3.8
6891,27250,2,Alaska,2018,November,"546,733","354,791",64.9,"334,087",61.1,"20,704",5.8
6892,27251,4,Arizona,2018,November,"5,650,376","3,477,513",61.5,"3,304,082",58.5,"173,431",5
6893,27252,5,Arkansas,2018,November,"2,339,226","1,358,656",58.1,"1,308,923",56,"49,733",3.7
6894,27253,6,California,2018,November,"31,000,966","19,311,991",62.3,"18,481,262",59.6,"830,729",4.3
6895,27254,37,Los Angeles County,2018,November,"8,059,776","5,094,946",63.2,"4,854,777",60.2,"240,169",4.7
6896,27255,8,Colorado,2018,November,"4,505,271","3,094,552",68.7,"2,998,449",66.6,"96,103",3.1
6897,27256,9,Connecticut,2018,November,"2,885,954","1,914,128",66.3,"1,842,422",63.8,"71,706",3.7
6898,27257,10,Delaware,2018,November,"774,895","482,709",62.3,"465,633",60.1,"17,076",3.5
6899,27258,11,District of Columbia,2018,November,"578,853","408,770",70.6,"385,333",66.6,"23,437",5.7
6900,27259,12,Florida,2018,November,"17,285,441","10,220,222",59.1,"9,861,136",57,"359,086",3.5
6901,27260,13,Georgia,2018,November,"8,139,345","5,113,084",62.8,"4,913,287",60.4,"199,797",3.9
6902,27261,15,Hawaii,2018,November,"1,093,583","671,088",61.4,"653,151",59.7,"17,937",2.7
6903,27262,16,Idaho,2018,November,"1,348,642","862,994",64,"838,269",62.2,"24,725",2.9
6904,27263,17,Illinois,2018,November,"10,013,950","6,474,852",64.7,"6,187,073",61.8,"287,779",4.4
6905,27264,18,Indiana,2018,November,"5,224,176","3,385,579",64.8,"3,268,810",62.6,"116,769",3.4
